,Unnamed: 0,linkID,boro,lat,long,status,activationDate,installationDate,streetPlacement,wifi
68,157,LINK-012236,Manhattan,40.778141,-73.952594,Live,02/01/2017,11/04/2016,block,273
69,158,LINK-008200,Manhattan,40.725335,-74.007554,Live,12/29/2016,11/17/2016,corner,181
70,159,LINK-000535,Manhattan,40.761094,-73.986828,Live,04/12/2016,03/24/2016,corner,482
71,160,LINK-011461,Bronx,40.81886,-73.914242,Live,03/06/2017,01/21/2017,corner,45
72,161,LINK-012297,Manhattan,40.760946,-73.961397,Live,06/15/2018,04/18/2018,corner,241
73,162,LINK-014272,Manhattan,40.856421,-73.928415,Live,02/20/2018,12/01/2017,corner,42
74,163,LINK-000374,Manhattan,40.738827,-73.982886,Live,04/24/2018,10/28/2017,corner,222
75,164,LINK-000513,Manhattan,40.753642,-73.992563,Live,04/12/2016,03/24/2016,corner,926
76,165,LINK-004816,Manhattan,40.809965,-73.958889,Live,09/28/2016,07/30/2016,corner,355
77,166,LINK-003241,Manhattan,40.726049,-73.989403,Live,09/15/2016,09/02/2016,corner,506
78,167,LINK-021262,Brooklyn,40.722504,-73.959202,Live,02/02/2018,12/08/2017,corner,59
79,168,LINK-014248,Queens,40.767433,-73.922687,Live,10/09/2017,09/16/2017,block,174
80,169,LINK-021509,Brooklyn,40.675254,-73.981469,Live,09/11/2017,07/27/2017,corner,282
81,170,LINK-001749,Staten Island,40.576541,-74.103479,Live,07/19/2018,07/12/2018,corner,63
82,171,LINK-013347,Manhattan,40.816298,-73.946558,Live,12/02/2016,10/29/2016,corner,158
83,172,LINK-010930,Manhattan,40.844689,-73.937259,Live,10/11/2018,02/17/2018,corner,282
84,173,LINK-010766,Manhattan,40.779454,-73.959681,Live,03/29/2018,11/18/2017,corner,211
85,174,LINK-000838,Manhattan,40.769102,-73.961324,Live,11/08/2016,10/15/2016,corner,166
86,175,LINK-010338,Queens,40.758591,-73.918016,Live,07/10/2017,05/12/2017,corner,97
87,176,LINK-001113,Queens,40.699841,-73.830932,Live,06/06/2017,05/12/2017,corner,61
88,177,LINK-010617,Manhattan,40.751969,-74.004912,Live,06/27/2017,05/26/2017,corner,81
