,linkID,boro,lat,long,status,activationDate,installationDate,streetPlacement,wifi
555,LINK-001147,Queens,40.738208,-73.886253,Live,03/20/2017,11/19/2016,corner,3
556,LINK-019365,Brooklyn,40.678818,-73.949579,Live,05/31/2017,05/06/2017,corner,71
557,LINK-008212,Manhattan,40.743414,-74.003725,Live,05/08/2018,10/28/2017,corner,147
558,LINK-013673,Manhattan,40.765193,-73.958062,Live,12/20/2018,04/23/2018,corner,71
559,LINK-018224,Bronx,40.813595,-73.9304,Live,05/16/2017,04/15/2017,corner,3
560,LINK-000257,Manhattan,40.736426,-73.98475,Live,02/01/2016,01/29/2016,corner,93
561,LINK-002678,Manhattan,40.717828,-74.000962,Live,09/06/2016,08/01/2016,corner,81
562,LINK-021332,Queens,40.762278,-73.911717,Live,10/23/2017,09/16/2017,corner,30
563,LINK-018095,Brooklyn,40.674039,-73.956826,Live,06/18/2018,04/28/2018,block,85
564,LINK-001108,Queens,40.697563,-73.83628,Live,07/31/2017,05/20/2017,corner,33
565,LINK-000306,Manhattan,40.748819,-73.976026,Live,04/25/2016,03/24/2016,corner,149
566,LINK-001607,Manhattan,40.804645,-73.966574,Installed,,02/14/2019,corner,29
567,LINK-003015,Manhattan,40.731157,-73.985928,Live,09/13/2016,07/08/2016,corner,197
568,LINK-000698,Manhattan,40.761559,-73.968391,Live,06/27/2017,11/23/2016,corner,116
569,LINK-012623,Manhattan,40.795996,-73.970599,Live,04/20/2018,03/14/2018,corner,43
570,LINK-021162,Brooklyn,40.716431,-73.961287,Live,02/01/2018,11/22/2017,corner,43
571,LINK-018218,Bronx,40.810159,-73.927886,Live,02/22/2018,08/31/2017,corner,10
572,LINK-001677,Manhattan,40.818813,-73.955796,Live,06/14/2017,04/07/2017,corner,11
573,LINK-000638,Manhattan,40.743384,-73.982039,Live,04/14/2017,01/28/2017,corner,128
574,LINK-021389,Queens,40.694676,-73.848587,Live,08/09/2017,07/15/2017,block,16
575,LINK-012216,Manhattan,40.743706,-73.992084,Live,12/04/2017,09/24/2017,corner,148
576,LINK-000660,Manhattan,40.750133,-73.976794,Live,06/21/2017,04/15/2017,corner,142
577,LINK-000344,Manhattan,40.757729,-73.969615,Live,05/05/2017,03/19/2017,corner,158
578,LINK-012622,Manhattan,40.742069,-73.977694,Live,06/13/2018,05/12/2018,corner,70
579,LINK-001010,Brooklyn,40.697588,-73.993029,Live,02/13/2017,12/01/2016,corner,116
580,LINK-021068,Queens,40.747793,-73.950086,Live,07/11/2018,01/17/2018,corner,2
581,LINK-000031,Brooklyn,40.674556,-73.981936,Live,04/03/2017,02/24/2017,corner,66
582,LINK-018403,Bronx,40.866765,-73.897803,Live,11/03/2017,09/16/2017,corner,22
583,LINK-003239,Manhattan,40.726263,-73.989248,Live,11/16/2016,09/02/2016,corner,80
584,LINK-012120,Bronx,40.846169,-73.901951,Live,08/01/2017,06/24/2017,block,3
585,LINK-012618,Manhattan,40.761267,-73.96062,Live,06/07/2018,04/04/2018,corner,72
586,LINK-000233,Manhattan,40.748287,-73.976535,Live,03/18/2016,02/06/2016,corner,106
587,LINK-012790,Manhattan,40.753751,-73.96597,Live,01/25/2019,05/07/2018,corner,43
588,LINK-000070,Bronx,40.862644,-73.903244,Live,09/15/2016,08/13/2016,corner,19
589,LINK-002348,Brooklyn,40.678079,-73.908374,Live,01/17/2017,12/22/2016,corner,0
590,LINK-001144,Queens,40.737206,-73.88094,Live,07/10/2017,06/03/2017,block,21
591,LINK-000525,Manhattan,40.755878,-73.990933,Live,04/11/2016,03/12/2016,corner,235
592,LINK-020492,Manhattan,40.755015,-73.968276,Live,02/01/2019,05/19/2018,corner,89
593,LINK-018064,Brooklyn,40.684549,-73.970225,Live,03/24/2017,03/02/2017,corner,47
594,LINK-010350,Manhattan,40.801938,-73.957067,Live,08/07/2017,06/30/2017,corner,27
595,LINK-010992,Manhattan,40.72287,-74.00798,Live,10/10/2017,08/05/2017,corner,182
596,LINK-011149,Manhattan,40.823124,-73.938202,Live,09/22/2017,08/25/2017,corner,10
597,LINK-001594,Manhattan,40.8003,-73.967833,Live,10/03/2017,08/25/2017,corner,48
598,LINK-010919,Manhattan,40.777606,-73.960947,Live,05/17/2018,02/03/2018,corner,37
599,LINK-006027,Manhattan,40.791203,-73.944784,Live,06/15/2016,05/21/2016,corner,15
600,LINK-001363,Bronx,40.839445,-73.915848,Live,09/15/2016,06/09/2016,corner,5
601,LINK-010567,Brooklyn,40.667346,-73.950809,Live,04/28/2017,03/11/2017,corner,208
602,LINK-012517,Manhattan,40.775443,-73.982367,Live,10/06/2017,06/17/2017,corner,95
603,LINK-019891,Queens,40.758221,-73.91723,Live,01/09/2018,09/30/2017,corner,66
604,LINK-010874,Manhattan,40.786335,-73.972055,Installed,,02/21/2018,corner,56
605,LINK-010787,Manhattan,40.76036,-73.961663,Live,03/14/2018,10/17/2017,corner,69
606,LINK-013525,Queens,40.769707,-73.916673,Live,06/12/2018,03/09/2018,corner,29
607,LINK-013161,Manhattan,40.818505,-73.941152,Live,09/12/2017,07/19/2017,corner,80
608,LINK-000973,Manhattan,40.784423,-73.979796,Installed,,02/26/2018,corner,35
609,LINK-021933,Brooklyn,40.677845,-73.905901,Live,01/05/2018,09/17/2017,corner,0
610,LINK-002067,Manhattan,40.829341,-73.947647,Live,03/12/2018,10/28/2017,corner,0
611,LINK-011824,Manhattan,40.817381,-73.942525,Live,03/13/2017,02/11/2017,corner,0
612,LINK-011251,Queens,40.747991,-73.882034,Live,09/07/2017,08/19/2017,corner,47
613,LINK-018071,Brooklyn,40.6822,-73.961648,Live,05/19/2017,03/06/2017,corner,9
614,LINK-003482,Manhattan,40.795544,-73.969419,Live,08/07/2017,06/30/2017,corner,51
615,LINK-018103,Brooklyn,40.679506,-73.955431,Live,03/13/2017,02/27/2017,corner,23
616,LINK-020767,Brooklyn,40.720111,-73.947627,Live,08/15/2017,06/30/2017,block,2
617,LINK-012881,Bronx,40.853881,-73.908662,Live,01/12/2017,12/06/2016,corner,19
618,LINK-008296,Manhattan,40.72358,-73.98839,Live,06/19/2017,04/02/2017,corner,81
619,LINK-011397,Bronx,40.823646,-73.91403,Live,07/11/2018,06/05/2018,corner,0
620,LINK-001773,Bronx,40.867627,-73.89873,Live,07/15/2016,06/09/2016,corner,1
621,LINK-000025,Brooklyn,40.632135,-73.946781,Live,06/18/2018,03/04/2018,corner,70
622,LINK-011180,Manhattan,40.748121,-73.973604,Live,04/04/2018,11/11/2017,corner,154
