,Unnamed: 0,linkID,boro,lat,long,status,activationDate,installationDate,streetPlacement,wifi
27,27,LINK-003475,Manhattan,40.793524,-73.970887,Live,10/10/2016,07/28/2016,corner,494
28,28,LINK-021241,Brooklyn,40.707581,-73.955316,Live,01/22/2019,06/05/2018,corner,89
29,29,LINK-000888,Manhattan,40.782159,-73.951699,Live,03/23/2016,02/15/2016,corner,269
30,30,LINK-007632,Manhattan,40.752343,-73.970524,Live,05/17/2018,03/18/2018,corner,623
31,31,LINK-012631,Manhattan,40.744407,-73.983132,Live,04/24/2018,02/17/2018,corner,646
32,32,LINK-000472,Manhattan,40.763424,-73.985061,Live,04/07/2016,03/18/2016,corner,625
33,33,LINK-012532,Manhattan,40.825967,-73.939767,Live,05/24/2017,04/22/2017,corner,244
34,34,LINK-000784,Queens,40.70402,-73.79869,Live,10/20/2016,08/18/2016,corner,228
35,35,LINK-000958,Manhattan,40.781705,-73.980809,Live,05/26/2016,05/05/2016,corner,282
36,36,LINK-000731,Manhattan,40.753003,-73.979246,Live,05/26/2017,04/02/2017,corner,495
37,37,LINK-010191,Manhattan,40.800446,-73.946484,Live,01/25/2017,10/15/2016,corner,200
38,38,LINK-019377,Staten Island,40.564789,-74.115318,Live,02/28/2017,02/19/2017,corner,9
39,39,LINK-001049,Brooklyn,40.653711,-74.005258,Live,06/09/2017,04/28/2017,corner,105
40,40,LINK-011231,Manhattan,40.766437,-73.990262,Live,11/08/2017,09/23/2017,corner,76
41,41,LINK-000839,Manhattan,40.768939,-73.960967,Live,03/29/2016,03/05/2016,corner,257
42,42,LINK-002214,Brooklyn,40.682932,-73.963959,Live,01/25/2017,12/01/2016,corner,97
43,43,LINK-001702,Manhattan,40.82609,-73.950482,Live,07/14/2016,06/24/2016,corner,115
44,44,LINK-007635,Manhattan,40.754138,-73.968836,Live,02/16/2018,11/04/2017,corner,483
45,45,LINK-014642,Manhattan,40.804047,-73.95214,Live,01/09/2017,10/29/2016,corner,96
46,46,LINK-000226,Manhattan,40.733919,-73.986881,Live,05/31/2017,04/29/2017,corner,488
47,47,LINK-001689,Manhattan,40.807508,-73.964488,Live,09/06/2016,08/13/2016,corner,273
48,48,LINK-019315,Bronx,40.850173,-73.910282,Live,07/13/2018,06/20/2018,corner,8
49,49,LINK-013759,Manhattan,40.754371,-73.96565,Live,06/07/2018,04/18/2018,corner,385
50,50,LINK-021932,Brooklyn,40.677862,-73.904301,Live,01/05/2018,09/30/2017,block,0
51,51,LINK-014655,Manhattan,40.806249,-73.950095,Live,01/11/2017,10/15/2016,corner,128
52,52,LINK-000464,Manhattan,40.74426,-73.999398,Live,04/06/2016,03/16/2016,corner,599
53,53,LINK-012363,Manhattan,40.754991,-73.96519,Live,05/09/2018,01/24/2018,corner,419
54,54,LINK-011861,Bronx,40.853842,-73.909388,Live,02/08/2017,01/25/2017,corner,31
55,55,LINK-000419,Manhattan,40.754951,-73.983899,Live,04/03/2018,07/29/2017,corner,521
56,56,LINK-000326,Manhattan,40.752623,-73.973254,Live,06/07/2017,04/29/2017,corner,536
57,57,LINK-003311,Manhattan,40.759713,-73.984131,Live,06/30/2017,02/18/2017,corner,431
58,58,LINK-002066,Manhattan,40.829424,-73.948046,Live,03/13/2018,10/28/2017,corner,130
59,59,LINK-013597,Queens,40.747729,-73.883665,Live,09/07/2017,07/08/2017,corner,292
60,60,LINK-000462,Manhattan,40.743579,-73.999894,Live,04/07/2016,03/18/2016,corner,564
61,61,LINK-013093,Brooklyn,40.641858,-73.962836,Live,04/23/2018,12/02/2017,corner,161
62,62,LINK-018046,Queens,40.728067,-73.857446,Live,04/05/2017,03/04/2017,corner,8
63,63,LINK-000742,Manhattan,40.756742,-73.97653,Live,05/26/2017,04/30/2017,corner,459
64,64,LINK-007150,Manhattan,40.763616,-73.984987,Live,11/16/2016,10/01/2016,corner,705
65,65,LINK-003247,Manhattan,40.720596,-73.994075,Live,08/19/2016,07/12/2016,corner,223
66,66,LINK-011425,Bronx,40.819488,-73.913668,Live,12/22/2016,10/29/2016,corner,75
67,67,LINK-000054,Brooklyn,40.687497,-73.990023,Live,09/18/2017,07/01/2017,corner,233
68,68,LINK-013082,Queens,40.763,-73.913259,Live,07/10/2017,05/06/2017,corner,87
69,69,LINK-004809,Manhattan,40.800504,-73.966107,Live,06/05/2018,12/12/2017,corner,122
70,70,LINK-000090,Bronx,40.861993,-73.89183,Live,06/21/2017,08/27/2016,corner,22
71,71,LINK-013808,Manhattan,40.751274,-73.991069,Live,03/27/2018,11/12/2016,corner,823
72,72,LINK-010708,Manhattan,40.718198,-74.000048,Live,05/19/2017,03/18/2017,corner,366
73,73,LINK-000004,Brooklyn,40.70193,-73.942239,Live,08/02/2017,07/01/2017,corner,133
74,74,LINK-000532,Manhattan,40.739677,-74.002735,Live,04/15/2016,03/11/2016,corner,329
75,75,LINK-019366,Brooklyn,40.677504,-73.949697,Live,05/08/2017,03/24/2017,corner,265
76,76,LINK-000834,Manhattan,40.767331,-73.962523,Live,04/15/2016,03/19/2016,corner,428
77,77,LINK-013720,Manhattan,40.732206,-73.984823,Live,06/14/2017,03/19/2017,corner,399
78,78,LINK-012609,Manhattan,40.744175,-73.987549,Live,04/04/2018,08/12/2017,corner,565
79,79,LINK-012372,Manhattan,40.735984,-73.99799,Live,06/12/2018,03/10/2018,corner,696
80,80,LINK-022396,Manhattan,40.814103,-73.955865,Installed,,04/14/2018,corner,119
81,81,LINK-000780,Queens,40.701827,-73.807661,Live,09/23/2016,08/27/2016,corner,141
82,82,LINK-010721,Manhattan,40.731887,-74.001194,Live,07/25/2018,04/14/2018,corner,459
83,83,LINK-011106,Manhattan,40.742548,-73.993209,Live,03/06/2018,10/07/2017,block,420
84,84,LINK-001608,Manhattan,40.805114,-73.966788,Installed,,05/01/2018,corner,64
85,85,LINK-000556,Manhattan,40.765601,-73.983845,Live,04/13/2016,03/18/2016,corner,659
86,86,LINK-011172,Queens,40.747223,-73.888492,Live,08/25/2017,07/08/2017,corner,244
87,87,LINK-010615,Manhattan,40.752943,-74.004216,Live,09/21/2017,06/30/2017,corner,50
88,88,LINK-013843,Manhattan,40.73864,-73.996057,Live,04/04/2018,02/04/2018,corner,644
