,linkID,boro,lat,long,status,activationDate,installationDate,streetPlacement,wifi
511,LINK-000468,Manhattan,40.74475,-73.998736,Live,04/07/2016,03/16/2016,corner,66
512,LINK-000273,Manhattan,40.740775,-73.981576,Live,01/27/2016,01/15/2016,corner,47
513,LINK-000051,Brooklyn,40.68539,-73.994526,Live,11/21/2017,08/10/2017,corner,106
514,LINK-021517,Brooklyn,40.666539,-73.988378,Live,08/22/2017,07/20/2017,corner,53
515,LINK-008202,Manhattan,40.726889,-74.007487,Live,04/10/2017,01/28/2017,corner,83
516,LINK-014645,Manhattan,40.819916,-73.940552,Live,09/15/2017,07/19/2017,corner,12
517,LINK-000056,Brooklyn,40.687649,-73.980424,Live,07/26/2017,11/13/2016,corner,23
518,LINK-010808,Manhattan,40.720568,-74.006556,Installed,,08/01/2018,corner,87
519,LINK-002234,Brooklyn,40.68789,-73.978202,Live,03/24/2017,02/23/2017,corner,19
520,LINK-000297,Manhattan,40.746449,-73.977444,Live,02/19/2016,02/06/2016,corner,112
521,LINK-019368,Brooklyn,40.672114,-73.950214,Live,04/28/2017,03/24/2017,block,51
522,LINK-013616,Queens,40.741846,-73.91969,Live,03/09/2017,02/25/2017,corner,36
523,LINK-000939,Manhattan,40.776473,-73.98243,Live,07/19/2016,04/26/2016,corner,80
524,LINK-010260,Manhattan,40.850038,-73.933342,Live,06/05/2018,12/05/2017,corner,13
525,LINK-013545,Queens,40.75949,-73.919926,Live,05/17/2017,04/22/2017,corner,74
526,LINK-001548,Manhattan,40.797394,-73.970011,Installed,,02/24/2018,corner,68
527,LINK-005216,Manhattan,40.822268,-73.949906,Live,03/08/2017,02/04/2017,corner,47
528,LINK-011048,Manhattan,40.792379,-73.96801,Live,05/31/2018,01/26/2018,corner,113
529,LINK-018166,Queens,40.743555,-73.924156,Live,04/18/2017,03/04/2017,corner,16
530,LINK-013738,Manhattan,40.743891,-73.98337,Live,04/24/2018,10/06/2017,corner,116
531,LINK-013842,Manhattan,40.745989,-73.990712,Live,05/09/2018,02/24/2018,corner,175
532,LINK-001130,Queens,40.726082,-73.852197,Live,08/16/2017,11/05/2016,corner,34
533,LINK-000042,Brooklyn,40.669731,-73.985958,Live,04/03/2017,02/23/2017,corner,49
