,Unnamed: 0,linkID,boro,lat,long,status,activationDate,installationDate,streetPlacement,wifi
63,508,LINK-014561,Queens,40.766894,-73.921546,Live,06/26/2017,05/06/2017,corner,60
64,509,LINK-022141,Brooklyn,40.648689,-73.955962,Live,10/12/2017,09/17/2017,corner,53
65,510,LINK-001599,Manhattan,40.801084,-73.967707,Live,10/27/2017,09/16/2017,corner,61
66,511,LINK-000468,Manhattan,40.74475,-73.998736,Live,04/07/2016,03/16/2016,corner,59
67,512,LINK-000273,Manhattan,40.740775,-73.981576,Live,01/27/2016,01/15/2016,corner,46
68,513,LINK-000051,Brooklyn,40.68539,-73.994526,Live,11/21/2017,08/10/2017,corner,100
69,514,LINK-021517,Brooklyn,40.666539,-73.988378,Live,08/22/2017,07/20/2017,corner,40
70,515,LINK-008202,Manhattan,40.726889,-74.007487,Live,04/10/2017,01/28/2017,corner,83
71,516,LINK-014645,Manhattan,40.819916,-73.940552,Live,09/15/2017,07/19/2017,corner,12
72,517,LINK-000056,Brooklyn,40.687649,-73.980424,Live,07/26/2017,11/13/2016,corner,25
73,518,LINK-010808,Manhattan,40.720568,-74.006556,Installed,,08/01/2018,corner,88
74,519,LINK-002234,Brooklyn,40.68789,-73.978202,Live,03/24/2017,02/23/2017,corner,19
75,520,LINK-000297,Manhattan,40.746449,-73.977444,Live,02/19/2016,02/06/2016,corner,117
76,521,LINK-019368,Brooklyn,40.672114,-73.950214,Live,04/28/2017,03/24/2017,block,51
77,522,LINK-013616,Queens,40.741846,-73.91969,Live,03/09/2017,02/25/2017,corner,36
78,523,LINK-000939,Manhattan,40.776473,-73.98243,Live,07/19/2016,04/26/2016,corner,80
79,524,LINK-010260,Manhattan,40.850038,-73.933342,Live,06/05/2018,12/05/2017,corner,13
80,525,LINK-013545,Queens,40.75949,-73.919926,Live,05/17/2017,04/22/2017,corner,74
81,526,LINK-001548,Manhattan,40.797394,-73.970011,Installed,,02/24/2018,corner,68
82,527,LINK-005216,Manhattan,40.822268,-73.949906,Live,03/08/2017,02/04/2017,corner,47
83,528,LINK-011048,Manhattan,40.792379,-73.96801,Live,05/31/2018,01/26/2018,corner,100
84,529,LINK-018166,Queens,40.743555,-73.924156,Live,04/18/2017,03/04/2017,corner,16
85,530,LINK-013738,Manhattan,40.743891,-73.98337,Live,04/24/2018,10/06/2017,corner,115
86,531,LINK-013842,Manhattan,40.745989,-73.990712,Live,05/09/2018,02/24/2018,corner,177
87,532,LINK-001130,Queens,40.726082,-73.852197,Live,08/16/2017,11/05/2016,corner,34
88,533,LINK-000042,Brooklyn,40.669731,-73.985958,Live,04/03/2017,02/23/2017,corner,51
0,534,LINK-010501,Queens,40.764538,-73.930599,Live,05/18/2017,03/25/2017,corner,3
1,535,LINK-002241,Brooklyn,40.680556,-73.951381,Live,04/10/2017,02/24/2017,corner,41
2,536,LINK-001675,Manhattan,40.750966,-73.974148,Live,07/21/2016,07/19/2016,corner,69
3,537,LINK-000544,Manhattan,40.763803,-73.985157,Live,05/21/2018,04/07/2018,block,171
4,538,LINK-013778,Manhattan,40.754392,-73.969184,Live,04/10/2018,01/27/2018,corner,59
5,539,LINK-000937,Manhattan,40.776311,-73.981937,Live,10/28/2016,09/08/2016,corner,18
6,540,LINK-003483,Manhattan,40.795951,-73.968849,Live,10/10/2016,07/28/2016,corner,38
7,541,LINK-000180,Manhattan,40.764672,-73.982363,Live,07/19/2016,05/14/2016,corner,144
8,542,LINK-011105,Manhattan,40.741515,-73.993963,Live,10/18/2018,02/24/2018,corner,168
9,543,LINK-010914,Manhattan,40.852257,-73.931452,Live,03/29/2018,12/01/2017,corner,29
10,544,LINK-010177,Manhattan,40.758689,-73.965589,Live,04/04/2018,10/28/2017,corner,33
11,545,LINK-002342,Brooklyn,40.679232,-73.927098,Live,11/09/2016,10/27/2016,corner,3
12,546,LINK-000849,Manhattan,40.772144,-73.958697,Live,03/24/2016,03/05/2016,corner,53
13,547,LINK-000111,Manhattan,40.766175,-73.981988,Live,07/19/2016,05/26/2016,corner,148
14,548,LINK-005933,Manhattan,40.802637,-73.936468,Installed,,06/05/2018,block,42
15,549,LINK-001492,Manhattan,40.791401,-73.973822,Live,07/07/2016,06/24/2016,corner,74
16,550,LINK-000029,Brooklyn,40.71777,-73.957869,Live,01/29/2019,11/03/2017,corner,157
17,551,LINK-007637,Manhattan,40.755193,-73.968444,Live,02/15/2018,10/28/2017,corner,105
18,552,LINK-007086,Manhattan,40.773657,-73.981404,Live,01/11/2017,08/11/2016,corner,83
19,553,LINK-021931,Brooklyn,40.677895,-73.90299,Live,01/16/2018,09/29/2017,corner,2
20,554,LINK-010795,Manhattan,40.787079,-73.971881,Live,04/11/2018,02/08/2018,corner,114
21,555,LINK-001147,Queens,40.738208,-73.886253,Live,03/20/2017,11/19/2016,corner,3
22,556,LINK-019365,Brooklyn,40.678818,-73.949579,Live,05/31/2017,05/06/2017,corner,37
23,557,LINK-008212,Manhattan,40.743414,-74.003725,Live,05/08/2018,10/28/2017,corner,152
24,558,LINK-013673,Manhattan,40.765193,-73.958062,Live,12/20/2018,04/23/2018,corner,64
25,559,LINK-018224,Bronx,40.813595,-73.9304,Live,05/16/2017,04/15/2017,corner,3
26,560,LINK-000257,Manhattan,40.736426,-73.98475,Live,02/01/2016,01/29/2016,corner,93
27,561,LINK-002678,Manhattan,40.717828,-74.000962,Live,09/06/2016,08/01/2016,corner,82
28,562,LINK-021332,Queens,40.762278,-73.911717,Live,10/23/2017,09/16/2017,corner,30
29,563,LINK-018095,Brooklyn,40.674039,-73.956826,Live,06/18/2018,04/28/2018,block,76
30,564,LINK-001108,Queens,40.697563,-73.83628,Live,07/31/2017,05/20/2017,corner,33
31,565,LINK-000306,Manhattan,40.748819,-73.976026,Live,04/25/2016,03/24/2016,corner,128
32,566,LINK-001607,Manhattan,40.804645,-73.966574,Installed,,02/14/2019,corner,29
33,567,LINK-003015,Manhattan,40.731157,-73.985928,Live,09/13/2016,07/08/2016,corner,180
34,568,LINK-000698,Manhattan,40.761559,-73.968391,Live,06/27/2017,11/23/2016,corner,116
35,569,LINK-012623,Manhattan,40.795996,-73.970599,Live,04/20/2018,03/14/2018,corner,44
36,570,LINK-021162,Brooklyn,40.716431,-73.961287,Live,02/01/2018,11/22/2017,corner,43
37,571,LINK-018218,Bronx,40.810159,-73.927886,Live,02/22/2018,08/31/2017,corner,10
38,572,LINK-001677,Manhattan,40.818813,-73.955796,Live,06/14/2017,04/07/2017,corner,11
39,573,LINK-000638,Manhattan,40.743384,-73.982039,Live,04/14/2017,01/28/2017,corner,127
40,574,LINK-021389,Queens,40.694676,-73.848587,Live,08/09/2017,07/15/2017,block,16
41,575,LINK-012216,Manhattan,40.743706,-73.992084,Live,12/04/2017,09/24/2017,corner,151
42,576,LINK-000660,Manhattan,40.750133,-73.976794,Live,06/21/2017,04/15/2017,corner,131
43,577,LINK-000344,Manhattan,40.757729,-73.969615,Live,05/05/2017,03/19/2017,corner,159
44,578,LINK-012622,Manhattan,40.742069,-73.977694,Live,06/13/2018,05/12/2018,corner,70
45,579,LINK-001010,Brooklyn,40.697588,-73.993029,Live,02/13/2017,12/01/2016,corner,117
46,580,LINK-021068,Queens,40.747793,-73.950086,Live,07/11/2018,01/17/2018,corner,2
47,581,LINK-000031,Brooklyn,40.674556,-73.981936,Live,04/03/2017,02/24/2017,corner,66
48,582,LINK-018403,Bronx,40.866765,-73.897803,Live,11/03/2017,09/16/2017,corner,22
49,583,LINK-003239,Manhattan,40.726263,-73.989248,Live,11/16/2016,09/02/2016,corner,78
50,584,LINK-012120,Bronx,40.846169,-73.901951,Live,08/01/2017,06/24/2017,block,3
51,585,LINK-012618,Manhattan,40.761267,-73.96062,Live,06/07/2018,04/04/2018,corner,72
52,586,LINK-000233,Manhattan,40.748287,-73.976535,Live,03/18/2016,02/06/2016,corner,107
53,587,LINK-012790,Manhattan,40.753751,-73.96597,Live,01/25/2019,05/07/2018,corner,44
54,588,LINK-000070,Bronx,40.862644,-73.903244,Live,09/15/2016,08/13/2016,corner,19
55,589,LINK-002348,Brooklyn,40.678079,-73.908374,Live,01/17/2017,12/22/2016,corner,0
56,590,LINK-001144,Queens,40.737206,-73.88094,Live,07/10/2017,06/03/2017,block,21
57,591,LINK-000525,Manhattan,40.755878,-73.990933,Live,04/11/2016,03/12/2016,corner,232
58,592,LINK-020492,Manhattan,40.755015,-73.968276,Live,02/01/2019,05/19/2018,corner,90
59,593,LINK-018064,Brooklyn,40.684549,-73.970225,Live,03/24/2017,03/02/2017,corner,44
60,594,LINK-010350,Manhattan,40.801938,-73.957067,Live,08/07/2017,06/30/2017,corner,27
61,595,LINK-010992,Manhattan,40.72287,-74.00798,Live,10/10/2017,08/05/2017,corner,181
62,596,LINK-011149,Manhattan,40.823124,-73.938202,Live,09/22/2017,08/25/2017,corner,10
63,597,LINK-001594,Manhattan,40.8003,-73.967833,Live,10/03/2017,08/25/2017,corner,48
64,598,LINK-010919,Manhattan,40.777606,-73.960947,Live,05/17/2018,02/03/2018,corner,35
65,599,LINK-006027,Manhattan,40.791203,-73.944784,Live,06/15/2016,05/21/2016,corner,15
66,600,LINK-001363,Bronx,40.839445,-73.915848,Live,09/15/2016,06/09/2016,corner,5
67,601,LINK-010567,Brooklyn,40.667346,-73.950809,Live,04/28/2017,03/11/2017,corner,208
68,602,LINK-012517,Manhattan,40.775443,-73.982367,Live,10/06/2017,06/17/2017,corner,95
69,603,LINK-019891,Queens,40.758221,-73.91723,Live,01/09/2018,09/30/2017,corner,66
70,604,LINK-010874,Manhattan,40.786335,-73.972055,Installed,,02/21/2018,corner,54
71,605,LINK-010787,Manhattan,40.76036,-73.961663,Live,03/14/2018,10/17/2017,corner,70
72,606,LINK-013525,Queens,40.769707,-73.916673,Live,06/12/2018,03/09/2018,corner,29
73,607,LINK-013161,Manhattan,40.818505,-73.941152,Live,09/12/2017,07/19/2017,corner,80
74,608,LINK-000973,Manhattan,40.784423,-73.979796,Installed,,02/26/2018,corner,35
75,609,LINK-021933,Brooklyn,40.677845,-73.905901,Live,01/05/2018,09/17/2017,corner,0
76,610,LINK-002067,Manhattan,40.829341,-73.947647,Live,03/12/2018,10/28/2017,corner,0
77,611,LINK-011824,Manhattan,40.817381,-73.942525,Live,03/13/2017,02/11/2017,corner,0
78,612,LINK-011251,Queens,40.747991,-73.882034,Live,09/07/2017,08/19/2017,corner,47
79,613,LINK-018071,Brooklyn,40.6822,-73.961648,Live,05/19/2017,03/06/2017,corner,9
80,614,LINK-003482,Manhattan,40.795544,-73.969419,Live,08/07/2017,06/30/2017,corner,51
81,615,LINK-018103,Brooklyn,40.679506,-73.955431,Live,03/13/2017,02/27/2017,corner,27
82,616,LINK-020767,Brooklyn,40.720111,-73.947627,Live,08/15/2017,06/30/2017,block,2
83,617,LINK-012881,Bronx,40.853881,-73.908662,Live,01/12/2017,12/06/2016,corner,19
84,618,LINK-008296,Manhattan,40.72358,-73.98839,Live,06/19/2017,04/02/2017,corner,81
85,619,LINK-011397,Bronx,40.823646,-73.91403,Live,07/11/2018,06/05/2018,corner,0
86,620,LINK-001773,Bronx,40.867627,-73.89873,Live,07/15/2016,06/09/2016,corner,1
87,621,LINK-000025,Brooklyn,40.632135,-73.946781,Live,06/18/2018,03/04/2018,corner,68
88,622,LINK-011180,Manhattan,40.748121,-73.973604,Live,04/04/2018,11/11/2017,corner,154
0,623,LINK-000501,Manhattan,40.749827,-73.995525,Live,05/05/2016,04/19/2016,corner,57
1,624,LINK-014430,Queens,40.757485,-73.868589,Live,02/28/2019,04/28/2018,corner,14
2,625,LINK-000002,Brooklyn,40.701668,-73.942489,Live,08/02/2017,07/01/2017,corner,7
3,626,LINK-012825,Brooklyn,40.652771,-73.94987,Live,06/09/2017,04/08/2017,corner,66
4,627,LINK-000274,Manhattan,40.740989,-73.981732,Live,07/19/2017,05/13/2017,corner,173
5,628,LINK-001683,Manhattan,40.822495,-73.953007,Live,07/01/2016,05/14/2016,corner,2
6,629,LINK-000191,Manhattan,40.737561,-73.996841,Live,12/02/2016,09/24/2016,corner,86
7,630,LINK-020513,Bronx,40.814394,-73.915181,Live,05/31/2018,02/12/2018,corner,4
8,631,LINK-000845,Manhattan,40.770946,-73.959496,Live,11/07/2016,10/01/2016,corner,85
9,632,LINK-010831,Manhattan,40.765277,-73.991493,Live,01/08/2018,09/23/2017,corner,128
10,633,LINK-014015,Manhattan,40.731219,-73.982827,Live,10/06/2017,08/12/2017,corner,86
11,634,LINK-003914,Manhattan,40.777921,-73.981853,Live,02/27/2017,01/27/2017,corner,48
12,635,LINK-000983,Manhattan,40.785753,-73.978785,Live,02/27/2017,09/08/2016,corner,31
13,636,LINK-002058,Manhattan,40.82732,-73.950026,Live,07/20/2016,07/14/2016,corner,21
14,637,LINK-012172,Bronx,40.812163,-73.916467,Live,05/31/2018,02/25/2018,corner,86
15,638,LINK-013018,Bronx,40.804706,-73.912933,Live,07/02/2018,05/17/2018,block,3
16,639,LINK-001555,Manhattan,40.799042,-73.968809,Live,11/03/2017,09/10/2017,corner,84
17,640,LINK-020833,Queens,40.753718,-73.932216,Live,02/12/2018,09/16/2017,corner,34
18,641,LINK-000346,Manhattan,40.757851,-73.969436,Live,10/25/2017,07/29/2017,corner,104
19,642,LINK-012730,Manhattan,40.730672,-73.989247,Live,03/29/2018,07/29/2017,corner,111
20,643,LINK-000047,Brooklyn,40.686812,-73.98497,Live,02/01/2018,11/17/2017,corner,23
21,644,LINK-018083,Brooklyn,40.650029,-73.958502,Live,05/01/2017,03/06/2017,corner,24
22,645,LINK-013275,Manhattan,40.751224,-73.990592,Live,01/17/2019,05/12/2018,corner,401
23,646,LINK-005213,Manhattan,40.82096,-73.950863,Live,12/02/2016,10/26/2016,corner,64
24,647,LINK-001546,Manhattan,40.797149,-73.969607,Live,09/06/2016,08/13/2016,corner,4
25,648,LINK-013832,Manhattan,40.754953,-73.980193,Live,04/14/2017,02/11/2017,corner,135
26,649,LINK-000527,Manhattan,40.758666,-73.9889,Live,04/11/2016,03/11/2016,corner,159
27,650,LINK-012986,Brooklyn,40.687594,-73.987068,Live,05/02/2018,11/03/2017,corner,19
28,651,LINK-018057,Brooklyn,40.688039,-73.981872,Live,04/28/2017,03/31/2017,corner,36
29,652,LINK-018085,Brooklyn,40.649115,-73.958291,Live,05/31/2017,05/06/2017,block,8
30,653,LINK-012224,Manhattan,40.750237,-73.977306,Live,10/06/2017,04/08/2017,corner,71
31,654,LINK-011159,Manhattan,40.8034,-73.956003,Live,11/01/2017,09/30/2017,corner,79
32,655,LINK-006032,Manhattan,40.827196,-73.946441,Live,08/22/2016,07/19/2016,corner,9
33,656,LINK-008224,Manhattan,40.731015,-73.988685,Live,10/27/2016,09/18/2016,corner,95
34,657,LINK-012586,Queens,40.755777,-73.923627,Live,10/09/2017,08/31/2017,corner,34
35,658,LINK-011014,Manhattan,40.736165,-73.982291,Live,04/11/2018,01/24/2018,corner,79
36,659,LINK-012649,Manhattan,40.736747,-73.981608,Live,04/11/2018,09/25/2017,corner,120
37,660,LINK-020932,Queens,40.753641,-73.918402,Live,11/07/2017,09/30/2017,block,11
38,661,LINK-021390,Queens,40.695048,-73.846656,Live,08/09/2017,07/15/2017,corner,7
39,662,LINK-000711,Manhattan,40.749832,-73.98156,Live,06/14/2017,04/30/2017,corner,132
40,663,LINK-000524,Manhattan,40.7555,-73.991425,Live,04/11/2016,03/19/2016,corner,121
41,664,LINK-000457,Manhattan,40.742689,-74.000238,Live,05/30/2017,04/30/2017,corner,103
42,665,LINK-021505,Brooklyn,40.680323,-73.978034,Live,09/05/2017,07/27/2017,corner,30
43,666,LINK-012181,Manhattan,40.736806,-73.993513,Live,05/09/2018,09/23/2017,block,70
44,667,LINK-000569,Manhattan,40.75967,-73.987786,Live,04/06/2016,03/12/2016,corner,112
45,668,LINK-001006,Bronx,40.819886,-73.926847,Live,07/15/2016,06/09/2016,corner,3
46,669,LINK-006141,Brooklyn,40.687457,-73.98192,Live,03/29/2018,09/17/2017,corner,2
47,670,LINK-000185,Manhattan,40.750092,-73.987792,Live,07/18/2016,04/30/2016,corner,238
48,671,LINK-011039,Queens,40.74749,-73.88469,Live,10/04/2017,08/31/2017,corner,56
49,672,LINK-020655,Brooklyn,40.686177,-73.991014,Live,09/18/2017,07/31/2017,corner,108
50,673,LINK-020959,Queens,40.763931,-73.922478,Live,05/31/2018,12/15/2017,corner,16
51,674,LINK-000178,Manhattan,40.764127,-73.982309,Live,07/19/2016,04/16/2016,corner,94
52,675,LINK-003237,Manhattan,40.72746,-73.988372,Live,09/19/2016,09/02/2016,corner,82
53,676,LINK-002074,Manhattan,40.833911,-73.944772,Live,07/06/2017,06/10/2017,corner,29
54,677,LINK-000008,Brooklyn,40.698876,-73.938447,Live,07/27/2018,04/10/2018,block,43
55,678,LINK-000804,Queens,40.704609,-73.796801,Live,09/23/2016,08/27/2016,corner,21
56,679,LINK-021122,Brooklyn,40.719246,-73.958612,Live,02/14/2018,11/30/2017,corner,69
57,680,LINK-014399,Manhattan,40.802607,-73.956796,Live,10/20/2016,09/24/2016,corner,54
58,681,LINK-000019,Brooklyn,40.640666,-73.955924,Live,05/10/2018,01/26/2018,corner,63
59,682,LINK-014008,Manhattan,40.745448,-73.994537,Live,02/09/2018,11/04/2017,corner,211
60,683,LINK-000949,Manhattan,40.780019,-73.981396,Live,10/16/2017,07/07/2017,corner,81
61,684,LINK-005430,Bronx,40.827825,-73.924833,Live,07/15/2016,07/01/2016,corner,50
62,685,LINK-013324,Bronx,40.862152,-73.898396,Live,10/26/2017,06/24/2017,corner,10
63,686,LINK-000241,Manhattan,40.73477,-73.986259,Live,01/27/2016,01/08/2016,corner,143
64,687,LINK-020907,Queens,40.762073,-73.918518,Live,02/08/2018,12/15/2017,corner,38
65,688,LINK-010684,Manhattan,40.746426,-73.985816,Live,06/05/2017,02/11/2017,corner,105
66,689,LINK-021150,Brooklyn,40.723014,-73.953234,Live,04/10/2018,11/22/2017,block,13
67,690,LINK-013962,Manhattan,40.729558,-74.002385,Live,04/26/2018,03/10/2018,corner,132
68,691,LINK-020504,Bronx,40.814471,-73.912954,Live,06/25/2018,01/14/2018,corner,47
69,692,LINK-001827,Queens,40.715758,-73.833513,Live,07/29/2016,07/20/2016,corner,1
70,693,LINK-008221,Manhattan,40.729831,-73.986658,Live,10/27/2016,09/18/2016,corner,180
71,694,LINK-011092,Queens,40.746711,-73.892145,Live,06/18/2018,07/08/2017,corner,47
72,695,LINK-011383,Bronx,40.849093,-73.900031,Live,06/16/2017,05/10/2017,corner,5
73,696,LINK-012863,Manhattan,40.849423,-73.933529,Live,03/12/2018,12/05/2017,corner,45
74,697,LINK-014212,Manhattan,40.741502,-73.993593,Live,05/21/2018,04/14/2018,corner,86
75,698,LINK-005578,Bronx,40.8681,-73.900706,Live,01/22/2018,09/16/2017,corner,34
76,699,LINK-013361,Manhattan,40.822215,-73.942235,Live,10/19/2016,10/03/2016,corner,41
77,700,LINK-012676,Manhattan,40.741225,-73.978935,Installed,,05/08/2018,block,40
78,701,LINK-019783,Queens,40.75195,-73.93338,Live,01/09/2018,10/14/2017,corner,14
79,702,LINK-021329,Queens,40.765785,-73.919173,Live,10/09/2017,09/16/2017,corner,91
80,703,LINK-012528,Manhattan,40.731521,-73.982765,Live,02/01/2017,11/05/2016,corner,46
81,704,LINK-000927,Manhattan,40.774913,-73.982388,Live,10/16/2017,05/10/2017,corner,67
82,705,LINK-013806,Manhattan,40.753978,-73.988322,Live,06/14/2017,04/01/2017,corner,272
83,706,LINK-001112,Queens,40.699888,-73.831131,Live,06/26/2017,05/12/2017,corner,18
84,707,LINK-013398,Manhattan,40.848083,-73.93451,Installed,,04/14/2018,corner,38
85,708,LINK-013299,Queens,40.692106,-73.861994,Live,08/07/2017,06/24/2017,corner,13
86,709,LINK-000801,Queens,40.704355,-73.797865,Live,09/30/2016,08/19/2016,corner,51
87,710,LINK-012573,Manhattan,40.740233,-73.979048,Live,11/15/2017,09/26/2017,corner,120
88,711,LINK-013313,Bronx,40.817141,-73.916208,Live,12/22/2016,10/22/2016,corner,1
0,712,LINK-012709,Manhattan,40.73728,-73.992826,Live,08/30/2017,08/05/2017,corner,238
1,713,LINK-014643,Manhattan,40.80595,-73.950754,Live,01/09/2017,10/22/2016,corner,42
2,714,LINK-012376,Manhattan,40.766216,-73.969979,Live,03/28/2019,06/23/2018,block,17
3,715,LINK-010745,Manhattan,40.768374,-73.955362,Live,01/03/2018,10/16/2017,corner,56
4,716,LINK-021386,Queens,40.69374,-73.852557,Live,02/26/2018,10/14/2017,corner,1
5,717,LINK-000850,Manhattan,40.772358,-73.95854,Live,03/24/2016,03/05/2016,corner,45
6,718,LINK-001359,Queens,40.75391,-73.900094,Live,07/27/2018,06/14/2018,corner,2
7,719,LINK-010720,Manhattan,40.727115,-74.003502,Live,06/18/2018,04/14/2018,corner,121
8,720,LINK-000979,Manhattan,40.785068,-73.978633,Live,08/30/2017,12/18/2016,corner,53
9,721,LINK-008838,Manhattan,40.745126,-73.984639,Live,11/21/2016,10/01/2016,corner,140
10,722,LINK-000975,Manhattan,40.784712,-73.979564,Live,11/21/2016,11/05/2016,corner,42
11,723,LINK-010336,Queens,40.760473,-73.922019,Live,05/23/2017,03/25/2017,corner,121
12,724,LINK-002345,Brooklyn,40.678654,-73.916507,Live,02/24/2017,11/11/2016,corner,10
13,725,LINK-001080,Brooklyn,40.658911,-73.960426,Live,05/11/2018,02/27/2018,corner,82
14,726,LINK-006028,Manhattan,40.799659,-73.938923,Live,05/17/2018,04/10/2018,corner,45
15,727,LINK-012572,Manhattan,40.743659,-73.976843,Live,01/18/2019,10/20/2017,corner,103
16,728,LINK-013362,Manhattan,40.820406,-73.940304,Live,10/03/2017,08/13/2017,corner,12
17,729,LINK-000484,Manhattan,40.766638,-73.983092,Live,07/07/2016,03/10/2016,corner,187
18,730,LINK-000959,Manhattan,40.781853,-73.980836,Live,06/27/2016,05/25/2016,corner,77
19,731,LINK-000447,Manhattan,40.739447,-74.0026,Live,04/15/2016,03/11/2016,corner,100
20,732,LINK-019900,Queens,40.740937,-73.879925,Live,09/07/2017,08/05/2017,corner,10
21,733,LINK-013368,Manhattan,40.79357,-73.943064,Live,02/22/2018,12/19/2017,corner,5
22,734,LINK-000357,Manhattan,40.759756,-73.968048,Live,03/15/2016,02/28/2016,corner,110
23,735,LINK-000351,Manhattan,40.758377,-73.968759,Live,03/18/2016,02/28/2016,corner,70
24,736,LINK-020581,Bronx,40.846477,-73.896393,Live,07/26/2018,06/20/2018,corner,0
25,737,LINK-005931,Manhattan,40.805516,-73.966052,Live,07/20/2016,07/02/2016,corner,19
26,738,LINK-011003,Manhattan,40.747419,-73.993363,Live,01/03/2018,10/15/2017,corner,169
27,739,LINK-000283,Manhattan,40.743035,-73.980242,Live,10/06/2017,06/30/2017,corner,247
28,740,LINK-000946,Manhattan,40.779096,-73.982054,Live,05/16/2016,04/22/2016,corner,50
29,741,LINK-013095,Brooklyn,40.674266,-73.950234,Live,03/03/2017,02/17/2017,corner,60
30,742,LINK-014639,Manhattan,40.795399,-73.969254,Live,11/23/2016,10/22/2016,corner,79
31,743,LINK-013970,Manhattan,40.732247,-73.985132,Live,10/25/2016,10/01/2016,corner,74
32,744,LINK-021512,Brooklyn,40.672242,-73.983627,Live,10/27/2017,07/27/2017,corner,42
33,745,LINK-020604,Bronx,40.812557,-73.926244,Live,07/02/2018,01/14/2018,block,25
34,746,LINK-013872,Manhattan,40.749153,-73.991801,Live,02/07/2017,11/12/2016,corner,97
35,747,LINK-012560,Manhattan,40.723404,-74.008084,Live,11/15/2017,08/05/2017,corner,57
36,748,LINK-021399,Queens,40.698095,-73.834847,Live,09/01/2017,07/22/2017,corner,7
37,749,LINK-000854,Manhattan,40.772815,-73.95822,Live,05/16/2016,04/16/2016,corner,70
38,750,LINK-000991,Manhattan,40.786403,-73.9783,Live,04/25/2016,03/29/2016,corner,41
39,751,LINK-000114,Manhattan,40.743203,-73.989206,Live,12/05/2016,10/29/2016,corner,169
40,752,LINK-013489,Brooklyn,40.678268,-73.949798,Live,03/01/2017,02/03/2017,corner,73
41,753,LINK-000955,Manhattan,40.780993,-73.981523,Live,05/12/2016,04/06/2016,corner,24
42,754,LINK-000483,Manhattan,40.745924,-73.997757,Live,04/07/2016,03/16/2016,corner,73
43,755,LINK-000360,Manhattan,40.759632,-73.967828,Live,03/24/2016,02/28/2016,corner,110
44,756,LINK-002668,Brooklyn,40.667305,-73.987979,Live,04/03/2017,03/06/2017,corner,91
45,757,LINK-005221,Manhattan,40.825947,-73.946953,Live,07/21/2016,07/14/2016,corner,57
46,758,LINK-002069,Manhattan,40.829809,-73.948201,Live,04/25/2018,02/25/2018,corner,20
47,759,LINK-013971,Manhattan,40.730833,-73.983098,Live,06/14/2017,04/02/2017,corner,85
48,760,LINK-021527,Brooklyn,40.655438,-74.00305,Live,08/22/2017,07/01/2017,corner,12
49,761,LINK-012677,Manhattan,40.744984,-73.982723,Live,02/04/2019,04/14/2018,corner,120
50,762,LINK-022138,Brooklyn,40.650962,-73.947834,Live,10/30/2017,09/17/2017,corner,19
51,763,LINK-010786,Manhattan,40.793402,-73.967005,Installed,,04/30/2018,corner,147
52,764,LINK-020928,Queens,40.752724,-73.927183,Live,04/24/2018,03/09/2018,corner,12
53,765,LINK-020764,Brooklyn,40.722328,-73.949671,Ready for Activation,,06/30/2017,corner,56
54,766,LINK-000985,Manhattan,40.785813,-73.978293,Live,05/05/2016,04/06/2016,corner,50
55,767,LINK-000309,Manhattan,40.749341,-73.975186,Live,10/26/2016,09/17/2016,corner,45
56,768,LINK-002076,Manhattan,40.834722,-73.944176,Live,07/20/2017,06/10/2017,corner,21
57,769,LINK-012545,Manhattan,40.789622,-73.970024,Installed,,04/30/2018,corner,97
58,770,LINK-014263,Manhattan,40.716355,-73.991198,Live,01/09/2017,11/13/2016,corner,14
59,771,LINK-011415,Queens,40.755764,-73.912336,Live,05/18/2017,04/22/2017,corner,27
60,772,LINK-000205,Manhattan,40.738667,-73.999476,Live,08/01/2018,04/07/2018,corner,148
61,773,LINK-000978,Manhattan,40.785021,-73.978807,Live,05/23/2016,04/22/2016,corner,80
62,774,LINK-010287,Bronx,40.854346,-73.910218,Live,01/17/2017,12/06/2016,corner,0
63,775,LINK-010447,Brooklyn,40.701419,-73.942908,Live,08/02/2017,03/06/2017,corner,12
64,776,LINK-021520,Brooklyn,40.664406,-73.993715,Live,08/15/2017,07/15/2017,corner,25
65,777,LINK-013840,Manhattan,40.738109,-73.996153,Live,06/07/2018,03/18/2018,corner,187
66,778,LINK-021123,Brooklyn,40.714191,-73.951552,Live,06/13/2018,03/04/2018,corner,27
67,779,LINK-000361,Manhattan,40.760135,-73.967774,Live,03/18/2016,02/27/2016,corner,145
68,780,LINK-020768,Brooklyn,40.719511,-73.946853,Live,08/15/2017,06/30/2017,corner,10
69,781,LINK-021511,Brooklyn,40.672679,-73.983161,Live,09/11/2017,07/27/2017,corner,12
70,782,LINK-012457,Manhattan,40.767364,-73.968865,Live,04/17/2017,01/21/2017,corner,90
71,783,LINK-002457,Brooklyn,40.670318,-73.958172,Live,02/08/2017,12/22/2016,corner,25
72,784,LINK-011500,Bronx,40.813128,-73.908991,Live,06/25/2018,05/17/2018,corner,12
73,785,LINK-000752,Manhattan,40.759712,-73.974008,Live,05/11/2017,03/18/2017,corner,99
74,786,LINK-021922,Brooklyn,40.684625,-73.868975,Live,11/21/2017,09/29/2017,corner,0
75,787,LINK-022137,Brooklyn,40.650947,-73.945545,Live,10/30/2017,09/17/2017,corner,21
76,788,LINK-001752,Staten Island,40.590983,-74.100732,Live,02/28/2017,01/31/2017,corner,1
